pmse,synth_type,pov_class
1.1015579313311081,nopov_bad,nopov
1.8536764615492525,nopov_bad,pov
0.913870485094506,nopov_med,nopov
1.9396411794116952,nopov_med,pov
0.42000719553911936,good,nopov
2.0691389159573674,good,pov
0.4383157866682692,pov_med,nopov
2.424853352659845,pov_med,pov
0.3815941449415797,pov_bad,nopov
3.3577632304286436,pov_bad,pov
1.1377448728037802,nopov_bad,nopov
1.9561822994607259,nopov_bad,pov
0.9232026458775278,nopov_med,nopov
1.7089334849770816,nopov_med,pov
0.414131669157215,good,nopov
1.8347911924911253,good,pov
0.44936268504285276,pov_med,nopov
2.4318881910104446,pov_med,pov
0.4695850615862974,pov_bad,nopov
3.083313678189397,pov_bad,pov
1.1599789704560086,nopov_bad,nopov
2.440812405915712,nopov_bad,pov
0.8943124720490805,nopov_med,nopov
2.5295794067681885,nopov_med,pov
0.39356033561643256,good,nopov
2.1339281803893204,good,pov
0.3872973521403242,pov_med,nopov
2.672562699309236,pov_med,pov
0.4224276656019271,pov_bad,nopov
3.2757301079975503,pov_bad,pov
1.2052699561026778,nopov_bad,nopov
2.2968851428631614,nopov_bad,pov
0.7678706464418187,nopov_med,nopov
1.58932180585247,nopov_med,pov
0.4433923037512111,good,nopov
2.258132412291134,good,pov
0.4823676458596774,pov_med,nopov
2.567254636320073,pov_med,pov
0.4300833182926494,pov_bad,nopov
1.864643012429631,pov_bad,pov
1.177879632449285,nopov_bad,nopov
1.9276643852118898,nopov_bad,pov
0.877156792594736,nopov_med,nopov
2.3063652908417165,nopov_med,pov
0.40908438552056536,good,nopov
2.138405401377043,good,pov
0.3983698025546859,pov_med,nopov
2.5395068208137466,pov_med,pov
0.419100828039099,pov_bad,nopov
3.7066666110055455,pov_bad,pov
1.2254325549406173,nopov_bad,nopov
2.036073164324662,nopov_bad,pov
0.9141871910747629,nopov_med,nopov
2.228071973966406,nopov_med,pov
0.3895406649631136,good,nopov
2.2660557321035917,good,pov
0.470403128017068,pov_med,nopov
2.3624530885613564,pov_med,pov
0.40594630396754267,pov_bad,nopov
2.80880944343909,pov_bad,pov
1.1677546343113094,nopov_bad,nopov
1.9126454643628845,nopov_bad,pov
0.8805296913119942,nopov_med,nopov
2.2937818732560027,nopov_med,pov
0.40664632896702035,good,nopov
2.316131054847983,good,pov
0.39412528704087646,pov_med,nopov
2.0148400891870404,pov_med,pov
0.4349997351048258,pov_bad,nopov
3.537349400960433,pov_bad,pov
1.1682108568496326,nopov_bad,nopov
2.436753590643734,nopov_bad,pov
0.9888725077708022,nopov_med,nopov
2.147557097538061,nopov_med,pov
0.41500156344964695,good,nopov
2.1496178312020664,good,pov
0.44737993024287154,pov_med,nopov
2.0687502723831828,pov_med,pov
0.4278638171733579,pov_bad,nopov
3.45916259813641,pov_bad,pov
1.1805022932022275,nopov_bad,nopov
1.8718621946136622,nopov_bad,pov
0.9470587438063307,nopov_med,nopov
1.9490811902756189,nopov_med,pov
0.4294453316409642,good,nopov
2.3462608019530613,good,pov
0.4170304184263427,pov_med,nopov
2.2949221297926554,pov_med,pov
0.4377131933445276,pov_bad,nopov
1.8937289909024049,pov_bad,pov
1.225799534324459,nopov_bad,nopov
1.5034363877707224,nopov_bad,pov
0.9061872388861738,nopov_med,nopov
2.1531277443513557,nopov_med,pov
0.4009578916410171,good,nopov
2.2320781297380092,good,pov
0.4147232705851813,pov_med,nopov
2.0179206889038346,pov_med,pov
0.4268372467361339,pov_bad,nopov
3.349012336322898,pov_bad,pov
