"","pov0","pov1","lab"
"1",0.580909880143993,0.592306684533356,"perm_auc_good"
"2",0.566442793236364,0.567738214830524,"perm_auc_good"
"3",0.573362978613726,0.576005503483298,"perm_auc_good"
"4",0.579282644147593,0.572826953368825,"perm_auc_good"
"5",0.56911193610006,0.569481403727765,"perm_auc_good"
"6",0.570878975827133,0.557047007364135,"perm_auc_good"
"7",0.587401435657989,0.570886695337261,"perm_auc_good"
"8",0.575823863838052,0.564449940714392,"perm_auc_good"
"9",0.576911700796382,0.556743682390047,"perm_auc_good"
"10",0.569610690646983,0.558522295885221,"perm_auc_good"
"11",0.578120264591112,0.581072789634146,"perm_auc_good"
"12",0.587405247269132,0.568012881486943,"perm_auc_good"
"13",0.583993263102602,0.574022362713088,"perm_auc_good"
"14",0.578210251016225,0.575102752465879,"perm_auc_good"
"15",0.569912880905773,0.59313647013621,"perm_auc_good"
"16",0.578118194010011,0.574966507054351,"perm_auc_good"
"17",0.564415393863655,0.581109531385161,"perm_auc_good"
"18",0.581459234108017,0.565099431555169,"perm_auc_good"
"19",0.578090003088827,0.555609267065531,"perm_auc_good"
"20",0.580312326912227,0.551986662621611,"perm_auc_good"
"21",0.579138805775912,0.576561135752454,"perm_auc_good"
"22",0.577219340169621,0.569521802325581,"perm_auc_good"
"23",0.576567335001474,0.5644773072222,"perm_auc_good"
"24",0.57674203974928,0.590046493198688,"perm_auc_good"
"25",0.581326591529257,0.56929389531766,"perm_auc_good"
"26",0.576935263031873,0.586691111683831,"perm_auc_good"
"27",0.576653694876484,0.589424658217654,"perm_auc_good"
"28",0.578081868741237,0.571192516190573,"perm_auc_good"
"29",0.56655417251546,0.565723618355197,"perm_auc_good"
"30",0.579153260182343,0.59284805149306,"perm_auc_good"
"31",0.581184118198398,0.570409604519774,"perm_auc_good"
"32",0.584540211116412,0.585345581052595,"perm_auc_good"
"33",0.579861639411142,0.586481601187484,"perm_auc_good"
"34",0.566725698411537,0.562521124896577,"perm_auc_good"
"35",0.574498374999316,0.571684213890032,"perm_auc_good"
"36",0.572071089873556,0.576549346189048,"perm_auc_good"
"37",0.561543863283567,0.567720781953748,"perm_auc_good"
"38",0.574569434673192,0.564793270336264,"perm_auc_good"
"39",0.58589494629574,0.586383370408763,"perm_auc_good"
"40",0.583185031036425,0.575149136290441,"perm_auc_good"
"41",0.575203792314667,0.57032499035228,"perm_auc_good"
"42",0.576719528828044,0.562111599842102,"perm_auc_good"
"43",0.573568557739085,0.600999103368772,"perm_auc_good"
"44",0.560292099568976,0.570814338997099,"perm_auc_good"
"45",0.572500774528244,0.567933043728234,"perm_auc_good"
"46",0.579694078209341,0.570532720379358,"perm_auc_good"
"47",0.573237312039873,0.565773184539856,"perm_auc_good"
"48",0.585791238165422,0.583594768439499,"perm_auc_good"
"49",0.567496907369399,0.570370273952395,"perm_auc_good"
"50",0.584900955241392,0.570125222977919,"perm_auc_good"
"51",0.560865776275737,0.566676514621839,"perm_auc_fair"
"52",0.571760919040766,0.560960396215678,"perm_auc_fair"
