"","pmse","specks","auc","type","name"
"68","0.0043123944","0.0268","0.48989784","rf","Control"
"69","0.00305996113499651","0.0751999999999998","0.536394079999999","lr","All"
"70","0.0104989638448595","0.0743999999999998","0.53252152","tree","All"
"71","0.00210316269858035","0.0655999999999998","0.532010879999999","lasso","All"
"72","0.00982860959999999","0.0959999999999996","0.53606696","rf","All"
"73","0.00715796324776759","0.0859999999999997","0.53575104","lr","Mean"
"74","0.0162567198250207","0.0995999999999996","0.55656944","tree","Mean"
"75","0.00441751564263603","0.0947999999999996","0.539685599999999","lasso","Mean"
"76","0.0124133248","0.0939999999999997","0.54128328","rf","Mean"
"77","0.000276284468884322","0.0256","0.499290559999999","lr","Correlation"
"78","0.0115351291060863","0.0527999999999999","0.52149696","tree","Correlation"
"79","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Correlation"
"80","0.00738259279999999","0.0523999999999999","0.52571712","rf","Correlation"
"81","0.000342480773393487","0.0348","0.512158879999998","lr","Control"
"82","0","1.48535697630514e-17","0.5","tree","Control"
"83","2.88611833401104e-05","0.0256","0.509256959999999","lasso","Control"
"84","0.004518796","0.018","0.49253224","rf","Control"
"85","0.00384447004264934","0.0663999999999998","0.541915680000001","lr","All"
"86","0.0148851784243137","0.0699999999999998","0.54209392","tree","All"
"87","0.00246747731007554","0.0747999999999998","0.542411679999999","lasso","All"
"88","0.00985168","0.0959999999999996","0.560892479999999","rf","All"
"89","0.00685124977497192","0.0975999999999996","0.544133439999998","lr","Mean"
"90","0.0934850229018594","0.0815999999999997","0.53278048","tree","Mean"
"91","0.00395026791120715","0.0863999999999997","0.545288480000001","lasso","Mean"
"92","0.0112825136","0.0879999999999997","0.54202864","rf","Mean"
"93","0.000255967683486003","0.0236","0.500488160000001","lr","Correlation"
"94","0.0368419143589164","0.0476","0.52681336","tree","Correlation"
"95","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Correlation"
"96","0.00748513999999999","0.0575999999999999","0.5347936","rf","Correlation"
"97","0.00028233306881162","0.0304","0.48567152","lr","Control"
"98","0","1.48535697630514e-17","0.5","tree","Control"
"99","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"100","0.0041982792","0.0188","0.49514088","rf","Control"
"101","0.00350186403647881","0.0775999999999998","0.542294240000001","lr","All"
"102","0.0110009008445185","0.0711999999999998","0.52465512","tree","All"
"103","0.00255271917695258","0.0667999999999998","0.538700159999999","lasso","All"
"104","0.00951099280000001","0.1016","0.54580472","rf","All"
"105","0.00737211956112857","0.0847999999999997","0.538211199999998","lr","Mean"
"106","0.0169558104451643","0.0755999999999998","0.53216888","tree","Mean"
"107","0.00684145528739929","0.0995999999999996","0.552299839999999","lasso","Mean"
"108","0.0122287336","0.102","0.54914424","rf","Mean"
"109","0.000355132787657506","0.0224","0.50210624","lr","Correlation"
"110","0.0126736474465177","0.0416","0.51891568","tree","Correlation"
"111","5.86911979471974e-06","0.036","0.5133456","lasso","Correlation"
"112","0.00738292319999999","0.0527999999999999","0.53129456","rf","Correlation"
"113","0.000239533043178383","0.0172","0.501135199999999","lr","Control"
"114","0.0855950686932589","0.0312","0.48880024","tree","Control"
"115","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"116","0.0040037096","0.0204","0.49787512","rf","Control"
"117","0.00356418395276511","0.0799999999999997","0.5505072","lr","All"
"118","0.0128035157700781","0.0623999999999999","0.53159368","tree","All"
"119","0.00286594832135829","0.0663999999999998","0.536632480000001","lasso","All"
"120","0.0098083976","0.0915999999999997","0.5469636","rf","All"
"121","0.00606684534039317","0.0931999999999997","0.54023952","lr","Mean"
"122","0.00479152245703447","0.0595999999999999","0.53156448","tree","Mean"
"123","0.0036802042882585","0.0967999999999996","0.55641024","lasso","Mean"
"124","0.0112205888","0.0899999999999997","0.552588559999999","rf","Mean"
"125","0.000191849551909312","0.024","0.49456576","lr","Correlation"
"126","0.0801215317037","0.0392","0.52624904","tree","Correlation"
"127","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Correlation"
"128","0.0072174768","0.0683999999999998","0.53436088","rf","Correlation"
"129","0.000452123457653071","0.0252","0.492163999999999","lr","Control"
"130","0","1.48535697630514e-17","0.5","tree","Control"
"131","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"132","0.0041543","0.03","0.494754","rf","Control"
"133","0.00329485738726025","0.0747999999999998","0.546453599999998","lr","All"
"134","0.0135105791274365","0.0807999999999997","0.5474136","tree","All"
"135","0.00216599623144858","0.0735999999999998","0.541080480000001","lasso","All"
"136","0.0105408264","0.0851999999999997","0.54080984","rf","All"
"137","0.00644814473009264","0.1028","0.55652352","lr","Mean"
"138","0.0902233351438433","0.0699999999999998","0.5429512","tree","Mean"
"139","0.0062857115361024","0.0819999999999997","0.545141120000001","lasso","Mean"
"140","0.0118881624","0.0851999999999997","0.54891792","rf","Mean"
"141","0.000436098696737657","0.0152","0.499552000000001","lr","Correlation"
"142","0.0141237704321158","0.0216","0.50574064","tree","Correlation"
"143","0.000292281649054025","0.024","0.504464160000001","lasso","Correlation"
"144","0.00688812240000001","0.0607999999999999","0.53369704","rf","Correlation"
"145","0.000400401941118901","0.0364","0.51436528","lr","Control"
"146","0.000290117868453598","0.00880000000000002","0.5044","tree","Control"
"147","0.000448371967158476","0.02","0.50531024","lasso","Control"
"148","0.0045871712","0.018","0.50231952","rf","Control"
"149","0.0039750586167836","0.0755999999999998","0.525743360000001","lr","All"
"150","0.0214233077735211","0.0695999999999998","0.52827496","tree","All"
"151","0.00256198107432853","0.0731999999999998","0.527328960000001","lasso","All"
"152","0.0104335816","0.1028","0.5520972","rf","All"
"153","0.0062342563848647","0.0891999999999997","0.532616799999999","lr","Mean"
"154","0.0163194310994941","0.0755999999999998","0.51830928","tree","Mean"
"155","0.00556639745409926","0.0887999999999997","0.547667200000003","lasso","Mean"
"156","0.0109903488","0.0903999999999997","0.5489472","rf","Mean"
"157","0.000247302066441813","0.0216","0.500955040000001","lr","Correlation"
"158","0.0107814900283446","0.0476","0.52064488","tree","Correlation"
"159","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Correlation"
"160","0.00746439360000001","0.0559999999999999","0.53225472","rf","Correlation"
