pmse,synth_type,black_class
1.5811648149717186,noblack_bad,noblack
7.442130135812431,noblack_bad,black
0.770745823083438,noblack_med,noblack
1.5337484533508101,noblack_med,black
0.28707525269942574,good,noblack
1.582507344862225,good,black
0.3045377899039492,black_med,noblack
1.8000477340181433,black_med,black
0.31930323111903297,black_bad,noblack
3.263695084462865,black_bad,black
1.6305896388738201,noblack_bad,noblack
1.4803571645398972,noblack_bad,black
0.8588418489440189,noblack_med,noblack
1.6407184300240472,noblack_med,black
0.3507271738081407,good,noblack
1.2871949616319094,good,black
0.26717170814918134,black_med,noblack
2.10064208134502,black_med,black
0.3104363579646902,black_bad,noblack
3.3265015211646753,black_bad,black
1.6513070425284477,noblack_bad,noblack
1.260410403526238,noblack_bad,black
0.8680126304787779,noblack_med,noblack
1.490515716648303,noblack_med,black
0.2870818482214821,good,noblack
1.410409550426199,good,black
0.25949141854313834,black_med,noblack
2.095161453094785,black_med,black
0.31632865632145535,black_bad,noblack
3.739613261177814,black_bad,black
1.5294998250770957,noblack_bad,noblack
1.4242659872538568,noblack_bad,black
0.798844262758203,noblack_med,noblack
1.7099798220875022,noblack_med,black
0.2996486575172079,good,noblack
1.5253045332545383,good,black
0.2984776257146206,black_med,noblack
2.0821619380418848,black_med,black
0.3244474296877414,black_bad,noblack
3.389714259049757,black_bad,black
1.5922569566856026,noblack_bad,noblack
1.300725006136271,noblack_bad,black
0.9127986513411613,noblack_med,noblack
1.6035229694970052,noblack_med,black
0.3070598611939339,good,noblack
1.5700679314114023,good,black
0.26904461307583777,black_med,noblack
1.9752719971887571,black_med,black
0.275423509512376,black_bad,noblack
3.661759279581734,black_bad,black
1.5531835020635452,noblack_bad,noblack
7.178622362580024,noblack_bad,black
0.8718457389647799,noblack_med,noblack
1.3741493093920547,noblack_med,black
0.31045555020715676,good,noblack
1.2055307177096601,good,black
0.32190323955614014,black_med,noblack
28.549688064742483,black_med,black
0.2788565637345094,black_bad,noblack
3.456238424355663,black_bad,black
1.6096802610252656,noblack_bad,noblack
1.305197608249353,noblack_bad,black
0.8307369246826602,noblack_med,noblack
11.641348035585466,noblack_med,black
0.3498819719794454,good,noblack
6.647897315638013,good,black
0.3038676816954758,black_med,noblack
2.394772070509766,black_med,black
0.3542764720581939,black_bad,noblack
2.3135943290828163,black_bad,black
1.6059134872140555,noblack_bad,noblack
1.3989461467414486,noblack_bad,black
0.8374126114439737,noblack_med,noblack
1.4912979563861726,noblack_med,black
0.262347568142726,good,noblack
13.026393355531356,good,black
0.2967159782465003,black_med,noblack
1.628838724760337,black_med,black
0.29260592610118863,black_bad,noblack
3.3184100350177372,black_bad,black
1.56170863327888,noblack_bad,noblack
1.271815238199263,noblack_bad,black
0.9208958492374737,noblack_med,noblack
1.5223234173991205,noblack_med,black
0.32958013966658595,good,noblack
1.3580809553443363,good,black
0.3270446933230012,black_med,noblack
2.0385516226734253,black_med,black
0.31448930204847025,black_bad,noblack
3.220612473837622,black_bad,black
1.5897391089673787,noblack_bad,noblack
1.3951051472242673,noblack_bad,black
0.866401372348409,noblack_med,noblack
1.750648512938584,noblack_med,black
0.2848485824557604,good,noblack
1.572476791906538,good,black
0.31094384950651893,black_med,noblack
2.0066658544370477,black_med,black
0.31390369636742976,black_bad,noblack
4.156227561882759,black_bad,black
