"","pov0","pov1","lab"
"1",0.584322568474688,0.562751468029578,"perm_auc_good"
"2",0.567282416542968,0.585586086337853,"perm_auc_good"
"3",0.571748335121784,0.570222121572402,"perm_auc_good"
"4",0.57624011271517,0.583908092537582,"perm_auc_good"
"5",0.571597361896198,0.603222454894029,"perm_auc_good"
"6",0.583962313370087,0.578599758309048,"perm_auc_good"
"7",0.573113707383824,0.580833314879608,"perm_auc_good"
"8",0.583010268902959,0.5991936381341,"perm_auc_good"
"9",0.57049970326326,0.576382555000625,"perm_auc_good"
"10",0.571042925353214,0.582216537986734,"perm_auc_good"
"11",0.576124835820594,0.587559083285441,"perm_auc_good"
"12",0.574210095069197,0.573609738543837,"perm_auc_good"
"13",0.578096542068075,0.581366562973422,"perm_auc_good"
"14",0.572830309531745,0.551521485239065,"perm_auc_good"
"15",0.579037727956214,0.574052270287146,"perm_auc_good"
"16",0.582624559882493,0.581200405299261,"perm_auc_good"
"17",0.581447074829748,0.57569656435339,"perm_auc_good"
"18",0.585053926676982,0.56028237201886,"perm_auc_good"
"19",0.579542571210688,0.564424276382977,"perm_auc_good"
"20",0.57913427961658,0.583459561422343,"perm_auc_good"
"21",0.575893764620245,0.585908884820188,"perm_auc_good"
"22",0.584663718538624,0.574995518086246,"perm_auc_good"
"23",0.564919844135359,0.558761811408122,"perm_auc_good"
"24",0.56872620546594,0.545363227334557,"perm_auc_good"
"25",0.571008836510124,0.591847453711474,"perm_auc_good"
"26",0.583899335205981,0.58329856367463,"perm_auc_good"
"27",0.581391450404872,0.584197774368715,"perm_auc_good"
"28",0.570494101730449,0.570405928257591,"perm_auc_good"
"29",0.570506229592641,0.578338131852204,"perm_auc_good"
"30",0.579280282905599,0.57826721173544,"perm_auc_good"
"31",0.583351624258164,0.583839174410698,"perm_auc_good"
"32",0.577612713764809,0.56178013253623,"perm_auc_good"
"33",0.582984537043665,0.549238588150011,"perm_auc_good"
"34",0.578663347767164,0.584285773515023,"perm_auc_good"
"35",0.579662133299839,0.586954505133899,"perm_auc_good"
