"","pmse_train","specks_train","auc_train","pmse_ratio_train","pmse_test","specks_test","auc_test","pmse_ratio_test","type","name"
"1","0.000909053056387745","0.0513333333333331","0.533522719999997","0.95461446241666","0.000900072049023234","0.022","0.504716160000001","0.957065627430215","lr","Control"
"2","0.000274274535007343","0.0206666666666666","0.510333333333333","2.75659007578301","0.000265318843567655","0.00240000000000001","0.5012","2.72880395270421","tree","Control"
"3","0.000605410330856945","0.0497333333333331","0.535183982222227","1.36993276597622","0.000603139575504241","0.0296","0.497705120000001","1.35800504782566","lasso","Control"
"4","0.101181334133333","0.999999999999929","1","2.54489786541483","0.0045539736","0.0304","0.519462800000001","0.114488858552251","rf","Control"
"5","0.00129696082101492","0.0478666666666664","0.524978524444446","0.472415805543939","0.00119866762172759","0.0376","0.506104960000001","0.445387487413202","lr","All"
"6","0.0300195352000509","0.229733333333343","0.672323928888889","0.491242354852104","0.0312553526747474","0.0711999999999998","0.53808216","0.512295866469548","tree","All"
"7","0.000161216378764615","0.0393333333333332","0.52091408","11.2684118148075","0.000151250695304602","0.0296","0.501948960000001","10.8698311126447","lasso","All"
"8","0.105115696266667","0.999999999999929","1","2.64827531311743","0.0103201512","0.0907999999999997","0.5552416","0.25834556643083","rf","All"
"9","0.00590755929011216","0.100266666666666","0.563224106666665","5.95740774576114","0.00584673483526405","0.1024","0.552255359999998","5.91618414440284","lr","Mean"
"10","0.0146846610967739","0.210800000000008","0.63324536","1.45314192167663","0.0146061292811442","0.0627999999999999","0.525176","1.4444342631771","tree","Mean"
"11","0.00320130542126247","0.0987999999999995","0.557057226666668","264.646162099955","0.00329274428781105","0.0943999999999997","0.55663968","272.909787183213","lasso","Mean"
"12","0.105972688533333","0.999999999999929","1","2.65999395452386","0.0118959824","0.0867999999999997","0.5453768","0.298796275060511","rf","Mean"
"13","0.00362029810493789","0.0727999999999996","0.551658631111114","3.73844162799165","0.00342299088864501","0.0491999999999999","0.524855359999999","3.53413383128233","lr","Correlation"
"14","0.0129739037793352","0.193733333333339","0.622335893333334","1.33164809826331","0.0133970788323458","0.0468","0.52469488","1.36581225657198","tree","Correlation"
"15","0.00125754203292832","0.059333333333333","0.541140213333337","149.718866528824","0.00116634277656515","0.0963999999999996","0.55292784","137.293377001583","lasso","Correlation"
"16","0.1032917248","0.999999999999929","1","2.60275713486678","0.00767613280000001","0.0667999999999998","0.53773824","0.193705912978977","rf","Correlation"
"17","0.000999151187707138","0.0489333333333331","0.532584888888886","1.07171177901067","0.000976608300447024","0.0324","0.491584960000001","1.05580652430986","lr","Control"
"18","0","4.55364912443912e-18","0.5","NaN","0","1.48535697630514e-17","0.5","NaN","tree","Control"
"19","4.30218035564999e-06","0.0201333333333333","0.508431875555556","0.40742420601969","4.32353590325677e-06","0.016","0.494859999999999","0.408550276710792","lasso","Control"
"20","0.100348705866667","0.999999999999929","1","2.52388674442986","0.0041545928","0.028","0.5040036","0.104789569085053","rf","Control"
"21","0.00142734263601376","0.055333333333333","0.524957475555556","0.55238077771248","0.00138326794286555","0.0535999999999999","0.5198096","0.526957808372198","lr","All"
"22","0.0136983069646092","0.163200000000003","0.614845155555555","1.39737550696576","0.0134463471618065","0.0663999999999998","0.52851568","1.37002721634946","tree","All"
"23","0.00121814241232236","0.0562666666666664","0.529858542222223","1.10825654754251","0.00125997239330552","0.0436","0.512856000000001","1.10574266248606","lasso","All"
"24","0.105099893333333","0.999999999999929","1","2.64675494658012","0.0102024872","0.1024","0.56337576","0.257374732741843","rf","All"
"25","0.00578486635446578","0.104799999999999","0.565941920000002","5.43709585717921","0.00605143859978708","0.1052","0.560436640000001","5.65900463044976","lr","Mean"
"26","0.0186025288862251","0.219066666666675","0.64378824","1.80962771673156","0.0179865114613456","0.0631999999999999","0.5210684","1.75914102224824","tree","Mean"
"27","0.00613074598711482","0.115733333333333","0.571382755555553","8.79180137821584","0.00615017317016635","0.0911999999999997","0.545044479999999","8.85395071310028","lasso","Mean"
"28","0.105742868","0.999999999999929","1","2.66124379516185","0.011384856","0.0871999999999997","0.55494856","0.28782032838344","rf","Mean"
"29","0.00273883886507103","0.0567999999999997","0.541255342222226","2.80703162284309","0.00283766689494615","0.0559999999999999","0.531286559999999","2.89404765755828","lr","Correlation"
"30","0.00985585564731671","0.151600000000002","0.598602755555555","1.00431277666611","0.0104245314406148","0.0468","0.52396392","1.07482977350236","tree","Correlation"
"31","0.00235189895531425","0.0655999999999997","0.539264924444447","4.19365805035951","0.002591262253509","0.0587999999999999","0.539956959999998","4.58688181423774","lasso","Correlation"
"32","0.1022030944","0.999999999999929","1","2.57790999128594","0.00651638320000001","0.0483999999999999","0.53102272","0.16427807882226","rf","Correlation"
"33","0.000973806636253814","0.0523999999999997","0.532685280000003","1.05672317937134","0.000950188392275091","0.0368","0.491383199999999","1.02847915390255","lr","Control"
"34","0.000305522903063471","0.0158666666666666","0.507933333333333","1.76772552381825","0.000300941500845997","0.0064","0.4968","1.75283776488334","tree","Control"
"35","0.000672849184979758","0.0521333333333331","0.532747146666667","0.919268832711951","0.000720597963093979","0.0236","0.494834880000001","0.99037286542164","lasso","Control"
"36","0.1007913312","0.999999999999929","1","2.53406777001396","0.0043444216","0.0232","0.50520064","0.109134591737217","rf","Control"
"37","0.00181678415981098","0.0503999999999998","0.529109635555558","0.667675067942697","0.00183382780043859","0.0571999999999999","0.519804480000001","0.683878010523375","lr","All"
"38","0.0329942389155178","0.240800000000011","0.682108106666667","0.51409347530312","0.0334427157524434","0.0663999999999998","0.526374","0.518917067405057","tree","All"
"39","0.00147817663033118","0.0599999999999997","0.533405866666669","1.183723249167","0.00148517613758871","0.0396","0.51190384","1.18267480341333","lasso","All"
"40","0.105207921866667","0.999999999999929","1","2.63587360972312","0.0101266544","0.0907999999999997","0.54907888","0.254296843739154","rf","All"
"41","0.00450511661050907","0.0863999999999995","0.551486648888889","4.42540942874479","0.00478338900975285","0.1088","0.56218944","4.69169735535261","lr","Mean"
"42","0.00368281266047201","0.0695999999999996","0.538485813333333","24.1677541612501","0.00409570101077522","0.0603999999999999","0.53503872","27.9773958564218","tree","Mean"
"43","0.00243315779750676","0.0942666666666662","0.545767288888892","315.161889667478","0.00244206337104038","0.0875999999999997","0.551649440000001","311.198244635245","lasso","Mean"
"44","0.1055876392","0.999999999999929","1","2.66312554811337","0.0120489616","0.0867999999999997","0.541423039999999","0.304971323166292","rf","Mean"
"45","0.00364977832377873","0.071333333333333","0.551696693333337","3.87349699017534","0.00356934098208907","0.0455999999999999","0.52744752","3.8205991344109","lr","Correlation"
"46","0.0127664932429997","0.181466666666671","0.623725057777778","1.39676525049622","0.0129929155394031","0.034","0.5159216","1.42483641202963","tree","Correlation"
"47","0.00110406337640642","0.0611999999999997","0.541428622222219","166.216687973972","0.00117196784984488","0.0667999999999998","0.53694432","182.205983160703","lasso","Correlation"
"48","0.102164416266667","0.999999999999929","1","2.56896328303198","0.0065535848","0.0519999999999999","0.53476304","0.165005403238537","rf","Correlation"
"49","0.000893715028191488","0.0421333333333331","0.529493368888891","0.97784080390514","0.000933186008728981","0.0236","0.493494719999999","1.0197754790041","lr","Control"
"50","0.0724545143517623","0.465333333333321","0.810397448888889","1.15804041491806","0.0751451100288568","0.0288","0.48347312","1.20430473400128","tree","Control"
"51","8.87718394668279e-05","0.0359999999999998","0.52059047111111","5.57537670117681","9.61320427887474e-05","0.0248","0.48908032","6.1999601974472","lasso","Control"
"52","0.100928754666667","0.999999999999929","1","2.53943081987657","0.0043424368","0.0148","0.50147224","0.109901799767639","rf","Control"
"53","0.00149244723828885","0.0535999999999997","0.527458186666666","0.580298768161576","0.00142610630197916","0.0619999999999998","0.5256992","0.562652168786413","lr","All"
"54","0.0148811468924354","0.174533333333337","0.624627413333333","1.47382850006942","0.0153026844384408","0.0783999999999998","0.5354284","1.53340658647721","tree","All"
"55","0.00138482909834615","0.0543999999999997","0.530241279999998","0.825489192739748","0.00132669688674837","0.0495999999999999","0.514556319999999","0.773145917010222","lasso","All"
"56","0.1048454704","0.999999999999929","1","2.63998979941022","0.0100165952","0.0995999999999996","0.55836248","0.252917682365403","rf","All"
"57","0.00614565344867904","0.100533333333333","0.561304746666669","6.15818152052576","0.00601303215370575","0.0983999999999996","0.55717328","6.05844234266024","lr","Mean"
"58","0.0136542055826478","0.183866666666672","0.618966568888889","1.53439841878152","0.0135469058563756","0.0811999999999997","0.532364","1.53805690456113","tree","Mean"
"59","0.00584040797989287","0.104266666666666","0.563054044444447","10.4368837810387","0.00596306524166905","0.1008","0.544008","10.5837294834747","lasso","Mean"
"60","0.105220463733333","0.999999999999929","1","2.6526968404727","0.0114423264","0.0883999999999997","0.5434108","0.286415099203647","rf","Mean"
"61","0.00294137229028416","0.0699999999999996","0.547001084444446","2.99946934348126","0.00331370452050651","0.0459999999999999","0.520883679999999","3.38793040819277","lr","Correlation"
"62","0.0109484356117123","0.160933333333336","0.605256195555556","1.15411848761348","0.010680429737052","0.0476","0.5221816","1.12806731034384","tree","Correlation"
"63","0.00119942459916883","0.0718666666666663","0.543735164444442","107.08830716049","0.00106444242987603","0.0539999999999999","0.523387039999999","92.332082672993","lasso","Correlation"
