"","aucs","speckss","pmses","pmse_ratios","synth_type","black_class"
"74",0.57376257403034,0.101830663615562,0.00793360447558973,27.5042594769828,"BLACK_med","noblack"
"75",0.796599223136897,0.462482946793995,0.0933277554890997,3.57196094643578,"BLACK_bad","black"
"76",0.57200186941336,0.0993135011441661,0.00751440281427726,29.2346066675407,"BLACK_bad","noblack"
"77",0.599575833489984,0.170532060027285,0.0421211331945059,1.61771685958019,"noBLACK_med","black"
"78",0.663963496693181,0.245995423340969,0.0244757925963159,81.6668910523895,"noBLACK_med","noblack"
"79",0.621536082071288,0.192360163710778,0.0386103097314396,1.51860504578686,"noBLACK_bad","black"
"80",0.791832293461243,0.444050343249445,0.0798899966804418,5.23982566234175,"noBLACK_bad","noblack"
"81",0.584583901773533,0.169167803547067,0.0112331565747717,12.0338363789555,"good","black"
"82",0.576200790442428,0.101945080091535,0.00948502737067856,25.0524481944378,"good","noblack"
"83",0.654559278153843,0.211459754433834,0.054441098881945,2.07647577712232,"BLACK_med","black"
"84",0.57772604454126,0.106636155606409,0.00860723241104797,25.2959596849656,"BLACK_med","noblack"
"85",0.758514505229029,0.40381991814461,0.0799961684552331,3.02973960712886,"BLACK_bad","black"
"86",0.579093687980772,0.10400457665904,0.00923709396465517,33.1115156741373,"BLACK_bad","noblack"
"87",0.586246880170635,0.140518417462483,0.0357751882630089,1.38520263855994,"noBLACK_med","black"
"88",0.656433989286219,0.240274599542342,0.0413728255439312,2.61310690408663,"noBLACK_med","noblack"
"89",0.587654874750832,0.143246930422919,0.0385315650324007,1.50669944662269,"noBLACK_bad","black"
"90",0.800057947886829,0.466704805492009,0.0820026596781467,5.06424536767994,"noBLACK_bad","noblack"
"91",0.553340008822068,0.130968622100955,0.0366082587315917,1.36080351624634,"good","black"
"92",0.57831487047636,0.103775743707095,0.0092320889321858,31.0869192488719,"good","noblack"
"93",0.683621849693554,0.256480218281037,0.0572588094902952,2.12776949308362,"BLACK_med","black"
"94",0.567083963889427,0.0964530892448525,0.00895703840027659,33.2342731941762,"BLACK_med","noblack"
"95",0.768204820869216,0.396998635743518,0.108058355379053,2.20274046762752,"BLACK_bad","black"
"96",0.580160183066361,0.11659038901602,0.00815593471520021,28.7349433518919,"BLACK_bad","noblack"
"97",0.605305524587326,0.180081855388813,0.0377499063895503,1.46170757479765,"noBLACK_med","black"
"98",0.656907017631134,0.231922196796346,0.0246390187326161,81.1884716345978,"noBLACK_med","noblack"
"99",0.591429379719294,0.158253751705321,0.0357930726751934,1.39441871127734,"noBLACK_bad","black"
"100",0.795250642774482,0.458237986270041,0.0811943075343279,5.15852141867878,"noBLACK_bad","noblack"
